family,m,n,instance,run,generation,evaluations,best_score,best_cut,pop_mean_cut,median_abs_corr,min_abs_corr,two_qubit,non_clifford,seconds,ratio_best,ratio_pop_mean
reg3,60,6,reg3_m60_s0,0,90,4510,1.2511329770096746,70.0,70.0,0.05398297309233492,0.0009325716304768739,20,37,18.584416300000157,0.8433734939759037,0.8433734939759037
reg3,60,6,reg3_m60_s0,0,95,4760,1.2513468825512706,70.0,70.0,0.054981569644466995,0.00010122255706085728,20,38,19.63402640001732,0.8433734939759037,0.8433734939759037
reg3,60,6,reg3_m60_s0,0,100,5010,1.2513468825512706,70.0,70.0,0.054981569644466995,0.00010122255706085728,20,38,20.774307000014232,0.8433734939759037,0.8433734939759037
reg3,60,6,reg3_m60_s0,0,105,5260,1.2513468825512706,70.0,70.0,0.054981569644466995,0.00010122255706085728,20,38,21.94258410000475,0.8433734939759037,0.8433734939759037
reg3,60,6,reg3_m60_s0,0,110,5510,1.2535480448776444,70.0,70.0,0.06643630248941859,0.0005789101407181804,20,38,23.059040499996627,0.8433734939759037,0.8433734939759037
reg3,60,6,reg3_m60_s0,0,115,5760,1.2535480448776444,70.0,70.0,0.06643630248941859,0.0005789101407181804,20,38,24.041081100003794,0.8433734939759037,0.8433734939759037
reg3,60,6,reg3_m60_s0,0,120,6010,1.2535480448776444,70.0,70.0,0.06643630248941859,0.0005789101407181804,20,38,25.099774400005117,0.8433734939759037,0.8433734939759037
reg3,60,6,reg3_m60_s0,0,125,6260,1.2535480448776444,70.0,70.0,0.06643630248941862,0.0005789101407182046,20,38,26.200684200011892,0.8433734939759037,0.8433734939759037
reg3,60,6,reg3_m60_s0,0,130,6510,1.2535480448776444,70.0,70.0,0.06643630248941862,0.0005789101407182046,20,38,27.306924000004074,0.8433734939759037,0.8433734939759037
reg3,60,6,reg3_m60_s0,0,135,6760,1.2535480448776444,70.0,70.0,0.06643630248941866,0.000578910140718215,20,38,28.428578799997922,0.8433734939759037,0.8433734939759037
reg3,60,6,reg3_m60_s0,0,140,7010,1.2557287673407214,70.0,70.0,0.05978977090914903,0.0008906406472847031,20,38,29.49513300001854,0.8433734939759037,0.8433734939759037
reg3,60,6,reg3_m60_s0,0,145,7260,1.2557287673407214,70.0,70.0,0.05978977090914903,0.0008906406472847031,20,38,30.522548200009624,0.8433734939759037,0.8433734939759037
