family,m,n,instance,best_known,method,run,evaluations,ratio
reg3,858,13,reg3_m858_s0,1185.0,genpce_es,0,14810,0.6497890295358649
reg3,858,13,reg3_m858_s0,1185.0,genpce_es,0,14860,0.6497890295358649
reg3,858,13,reg3_m858_s0,1185.0,genpce_es,0,14910,0.6497890295358649
reg3,858,13,reg3_m858_s0,1185.0,genpce_es,0,14960,0.6497890295358649
reg3,858,13,reg3_m858_s0,1185.0,genpce_es,0,15010,0.6497890295358649
reg3,858,13,reg3_m858_s0,1185.0,genpce_es,0,15060,0.6497890295358649
reg3,858,13,reg3_m858_s0,1185.0,genpce_es,0,15110,0.6497890295358649
reg3,858,13,reg3_m858_s0,1185.0,genpce_es,0,15160,0.6497890295358649
reg3,858,13,reg3_m858_s0,1185.0,genpce_es,0,15210,0.6497890295358649
reg3,858,13,reg3_m858_s0,1185.0,genpce_es,0,15260,0.6497890295358649
reg3,858,13,reg3_m858_s0,1185.0,genpce_es,0,15310,0.6497890295358649
reg3,858,13,reg3_m858_s0,1185.0,genpce_es,0,15360,0.6497890295358649
reg3,858,13,reg3_m858_s0,1185.0,genpce_es,0,15410,0.6497890295358649
reg3,858,13,reg3_m858_s0,1185.0,genpce_es,0,15460,0.6497890295358649
reg3,858,13,reg3_m858_s0,1185.0,genpce_es,0,15510,0.6497890295358649
reg3,858,13,reg3_m858_s0,1185.0,genpce_es,0,15560,0.6497890295358649
reg3,858,13,reg3_m858_s0,1185.0,genpce_es,0,15610,0.6497890295358649
reg3,858,13,reg3_m858_s0,1185.0,genpce_es,0,15660,0.6497890295358649
reg3,858,13,reg3_m858_s0,1185.0,genpce_es,0,15710,0.6497890295358649
reg3,858,13,reg3_m858_s0,1185.0,genpce_es,0,15760,0.6497890295358649
reg3,858,13,reg3_m858_s0,1185.0,genpce_es,0,15810,0.6497890295358649
reg3,858,13,reg3_m858_s0,1185.0,genpce_es,0,15860,0.6497890295358649
reg3,858,13,reg3_m858_s0,1185.0,genpce_es,0,15910,0.6514767932489451
reg3,858,13,reg3_m858_s0,1185.0,genpce_es,0,15960,0.6514767932489451
reg3,858,13,reg3_m858_s0,1185.0,genpce_es,0,16010,0.6514767932489451
reg3,858,13,reg3_m858_s0,1185.0,genpce_es,0,16060,0.6514767932489451
